Name,Symbol,Price (USD),24h Change (%),7d Change (%),Market Cap,24h Volume,Timestamp
Lido Staked Ether,STETH,2768.36,5.93342,6.679013320327129,25265518660,40533304,2025-07-10 03:00:08
Bitcoin,BTC,111310.0,2.16996,1.9575497507741817,2214242585465,36994455243,2025-07-10 03:01:09
Ethereum,ETH,2770.88,5.94001,6.724027938592216,334630175646,24181651752,2025-07-10 03:01:09
Tether,USDT,1.0,0.01247,-0.0095693713391065,158706980292,68428440521,2025-07-10 03:01:09
XRP,XRP,2.41,4.10601,6.955982476258006,142098425951,4449074887,2025-07-10 03:01:09
BNB,BNB,669.14,1.29515,1.0354339394849803,97575907951,640207811,2025-07-10 03:01:09
Solana,SOL,157.22,3.55995,2.3345862050958046,84235280470,5339971373,2025-07-10 03:01:09
USDC,USDC,0.999902,-8e-05,0.0051635856011787,62372513265,6153737110,2025-07-10 03:01:09
TRON,TRX,0.289895,0.84131,1.990325728888117,27476960143,462954026,2025-07-10 03:01:09
Dogecoin,DOGE,0.180793,5.7525,5.785908917866981,27111000635,1842561430,2025-07-10 03:01:09
Lido Staked Ether,STETH,2768.36,5.93342,6.679013320327129,25265518660,40533304,2025-07-10 03:01:09
Bitcoin,BTC,111313.0,2.21318,1.96047184186598,2214242585465,37024641301,2025-07-10 03:02:10
Ethereum,ETH,2770.48,5.98483,6.708355580252673,334630175646,24470873800,2025-07-10 03:02:10
Tether,USDT,1.0,0.01094,-0.0107294626871044,158706980292,68474763085,2025-07-10 03:02:10
XRP,XRP,2.4,4.14254,6.921132322270629,142098425951,4449835949,2025-07-10 03:02:10
BNB,BNB,669.07,1.29021,1.0257332109043524,97616825291,638609359,2025-07-10 03:02:10
Solana,SOL,157.22,3.67652,2.329922369335629,84235280470,5343206286,2025-07-10 03:02:10
USDC,USDC,0.999962,0.00585,0.0112063328393361,62372513265,10754343944,2025-07-10 03:02:10
TRON,TRX,0.289861,0.80227,1.9784908460020096,27473054632,462866010,2025-07-10 03:02:10
Dogecoin,DOGE,0.180765,5.84186,5.769366083875656,27111000635,1842392082,2025-07-10 03:02:10
Lido Staked Ether,STETH,2768.22,5.96757,6.673714626997605,25265518660,40053502,2025-07-10 03:02:10
Bitcoin,BTC,111310.0,2.21019,1.9574919655080711,2214242585465,36979727307,2025-07-10 03:03:11
Ethereum,ETH,2769.85,5.96082,6.684178875253549,334630175646,24484681752,2025-07-10 03:03:11
Tether,USDT,1.0,0.0109,-0.0107658800359176,158706980292,68479270262,2025-07-10 03:03:11
XRP,XRP,2.41,4.15827,6.937279649480442,142098425951,4437747634,2025-07-10 03:03:11
BNB,BNB,669.14,1.30018,1.0356772349983558,97616825291,639647504,2025-07-10 03:03:11
Solana,SOL,157.22,3.67767,2.33106163403143,84235280470,5339165609,2025-07-10 03:03:11
USDC,USDC,0.999965,0.00616,0.0115172039659673,62372513265,10826727165,2025-07-10 03:03:11
TRON,TRX,0.289852,0.79888,1.9750661209630496,27473054632,462854288,2025-07-10 03:03:11
Dogecoin,DOGE,0.180778,5.84942,5.7769202223137,27111000635,1839474778,2025-07-10 03:03:11
Lido Staked Ether,STETH,2768.21,5.96739,6.673526730733586,25265518660,39680297,2025-07-10 03:03:11
Bitcoin,BTC,111305.0,2.20621,2.231024011044821,2213877968416,36720871376,2025-07-10 03:04:12
Ethereum,ETH,2769.32,5.94064,7.658277501356069,334316649645,25874447065,2025-07-10 03:04:12
Tether,USDT,1.0,0.0106,-0.0110637431549541,158704111646,68510822107,2025-07-10 03:04:12
XRP,XRP,2.41,4.20231,7.683398578558596,142119916884,4451522585,2025-07-10 03:04:12
BNB,BNB,669.21,1.31072,1.3970174170454035,97616825291,640092232,2025-07-10 03:04:12
Solana,SOL,157.22,3.68153,3.2376509129169166,84226253389,5338065527,2025-07-10 03:04:12
USDC,USDC,0.999959,0.00551,0.0158192465334003,62376066380,10653400929,2025-07-10 03:04:12
TRON,TRX,0.28984,0.79483,1.9709707142547763,27473054632,463791035,2025-07-10 03:04:12
Dogecoin,DOGE,0.180824,5.87665,7.057019955617911,27110651095,1840094318,2025-07-10 03:04:12
Lido Staked Ether,STETH,2767.81,5.95207,7.656545205492242,25265518660,40452489,2025-07-10 03:04:12
Bitcoin,BTC,111308.0,2.20834,2.233154361850686,2213877968416,36718732327,2025-07-10 03:05:13
Ethereum,ETH,2769.41,5.94402,7.66171157713128,334316649645,25102850436,2025-07-10 03:05:13
Tether,USDT,1.0,0.01113,-0.0104609391446274,158704111646,68530534223,2025-07-10 03:05:13
XRP,XRP,2.41,4.2199,7.701578846376219,142119916884,4452293977,2025-07-10 03:05:13
BNB,BNB,669.34,1.33044,1.416750017854461,97616825291,631763194,2025-07-10 03:05:13
Solana,SOL,157.23,3.6854,3.241502567734483,84226253389,5337780810,2025-07-10 03:05:13
USDC,USDC,0.999944,0.00405,0.0143583291665363,62376066380,10099432985,2025-07-10 03:05:13
TRON,TRX,0.289839,0.79454,1.7952431274937852,27473054632,463871501,2025-07-10 03:05:13
Dogecoin,DOGE,0.180872,5.90431,7.0849805660496825,27110651095,1844450230,2025-07-10 03:05:13
Lido Staked Ether,STETH,2767.77,5.95048,7.654925912047696,25262603617,41582788,2025-07-10 03:05:13
Bitcoin,BTC,111312.0,2.21248,2.237295256928192,2213877968416,36801685388,2025-07-10 03:06:14
Ethereum,ETH,2770.05,5.96864,7.686729647127125,334316649645,25905677251,2025-07-10 03:06:14
Tether,USDT,1.0,0.01166,-0.0099335871083109,158704111646,68545399139,2025-07-10 03:06:14
XRP,XRP,2.41,4.24424,7.726736045417503,142119916884,4441856637,2025-07-10 03:06:14
BNB,BNB,669.36,1.33379,1.4201026952739348,97616825291,633000679,2025-07-10 03:06:14
Solana,SOL,157.25,3.70057,3.256615451775042,84226253389,5350766441,2025-07-10 03:06:14
USDC,USDC,0.999902,-0.00021,0.0100948508384538,62376066380,5257129301,2025-07-10 03:06:14
TRON,TRX,0.289838,0.7877,1.794922019298992,27473054632,461881279,2025-07-10 03:06:14
Dogecoin,DOGE,0.180913,5.92831,7.109250610546463,27110651095,1872288343,2025-07-10 03:06:14
Lido Staked Ether,STETH,2768.53,5.95563,7.684346390151974,25262603617,41582398,2025-07-10 03:06:14
Bitcoin,BTC,111312.0,2.21248,2.237295256928192,2213877968416,36801685388,2025-07-10 03:07:14
Ethereum,ETH,2770.05,5.96864,7.686729647127125,334316649645,25905677251,2025-07-10 03:07:14
Tether,USDT,1.0,0.01166,-0.0099335871083109,158704111646,68545399139,2025-07-10 03:07:14
XRP,XRP,2.41,4.24424,7.726736045417503,142119916884,4441856637,2025-07-10 03:07:14
BNB,BNB,669.36,1.33379,1.4201026952739348,97616825291,633000679,2025-07-10 03:07:14
Solana,SOL,157.25,3.70057,3.256615451775042,84226253389,5350766441,2025-07-10 03:07:14
USDC,USDC,0.999902,-0.00021,0.0100948508384538,62376066380,5257129301,2025-07-10 03:07:14
TRON,TRX,0.289838,0.7877,1.794922019298992,27473054632,461881279,2025-07-10 03:07:14
Dogecoin,DOGE,0.180913,5.92831,7.109250610546463,27110651095,1872288343,2025-07-10 03:07:14
Lido Staked Ether,STETH,2768.53,5.95563,7.684346390151974,25262603617,41582398,2025-07-10 03:07:14
Bitcoin,BTC,111314.0,2.21795,2.2392011892684893,2213877968416,36779727770,2025-07-10 03:08:15
Ethereum,ETH,2770.73,6.00588,7.713112861581248,334316649645,25990028941,2025-07-10 03:08:15
Tether,USDT,1.0,0.01266,-0.0098450883297455,158704111646,68570702807,2025-07-10 03:08:15
XRP,XRP,2.41,4.33135,7.768713691690101,142119916884,4451229623,2025-07-10 03:08:15
BNB,BNB,669.67,1.37735,1.4674937756879582,97616825291,646395575,2025-07-10 03:08:15
Solana,SOL,157.3,3.74554,3.2875806702912445,84226253389,5352054674,2025-07-10 03:08:15
USDC,USDC,0.999902,-3e-05,0.0100885827754627,62376066380,5201510585,2025-07-10 03:08:15
TRON,TRX,0.28981,0.77801,1.7851338935254832,27473054632,464259531,2025-07-10 03:08:15
Dogecoin,DOGE,0.180964,5.97256,7.13990426923171,27110651095,1926642486,2025-07-10 03:08:15
Lido Staked Ether,STETH,2769.33,5.98618,7.715396079850134,25262603617,41520142,2025-07-10 03:08:15
Bitcoin,BTC,111313.0,2.21703,2.238282389055284,2213877968416,36734906855,2025-07-10 03:09:16
Ethereum,ETH,2770.57,5.99954,7.706671764269632,334316649645,25976535738,2025-07-10 03:09:16
Tether,USDT,1.0,0.01324,-0.0092675332591878,158704111646,68590510860,2025-07-10 03:09:16
XRP,XRP,2.41,4.33875,7.776352045568699,142119916884,4452937809,2025-07-10 03:09:16
BNB,BNB,669.77,1.39182,1.4819783051362716,97616825291,645249460,2025-07-10 03:09:16
Solana,SOL,157.29,3.74163,3.283682648747295,84226253389,5352111573,2025-07-10 03:09:16
USDC,USDC,0.999974,0.00719,0.0173148376246231,62376066380,10683382417,2025-07-10 03:09:16
TRON,TRX,0.2898,0.77446,1.7815569791952948,27473054632,464716886,2025-07-10 03:09:16
Dogecoin,DOGE,0.180987,5.98599,7.153487522552651,27110651095,1928139253,2025-07-10 03:09:16
Lido Staked Ether,STETH,2769.28,5.98426,7.71344136570717,25262603617,40390031,2025-07-10 03:09:16
Bitcoin,BTC,111316.0,2.2196,2.240846839646222,2213877968416,36739834364,2025-07-10 03:10:17
Ethereum,ETH,2770.54,5.99848,7.70559188725684,334316649645,25961271250,2025-07-10 03:10:17
Tether,USDT,1.0,0.0132,-0.009301481507458,158704111646,68607058027,2025-07-10 03:10:17
XRP,XRP,2.41,4.3524,7.79045054786553,142119916884,4453220528,2025-07-10 03:10:17
BNB,BNB,669.14,1.2962,1.386271874033713,97616825291,862785698,2025-07-10 03:10:17
Solana,SOL,157.31,3.75081,3.292823805734639,84226253389,5345409609,2025-07-10 03:10:17
USDC,USDC,0.999978,0.00764,0.0177567324727338,62376066380,10879066081,2025-07-10 03:10:17
TRON,TRX,0.289811,0.77814,1.7852656059050265,27473054632,463419950,2025-07-10 03:10:17
Dogecoin,DOGE,0.181011,5.99996,7.167611524525379,27110651095,1901680471,2025-07-10 03:10:17
Lido Staked Ether,STETH,2769.11,5.97804,7.707122394333626,25262603617,40388403,2025-07-10 03:10:17
Bitcoin,BTC,111315.0,2.21828,2.239527074876867,2213877968416,36870513930,2025-07-10 03:11:17
Ethereum,ETH,2770.18,6.01225,7.691744877012417,334316649645,25966655250,2025-07-10 03:11:17
Tether,USDT,1.0,0.0127,-0.0094013373490433,158704111646,68619052038,2025-07-10 03:11:17
XRP,XRP,2.41,4.36382,7.802246012877124,142119916884,4456567201,2025-07-10 03:11:17
BNB,BNB,669.25,1.31353,1.4036190718272317,97616825291,864389124,2025-07-10 03:11:17
Solana,SOL,157.33,3.76623,3.308178611720621,84226253389,5340406549,2025-07-10 03:11:17
USDC,USDC,0.999968,0.00657,0.0166892693411574,62376066380,10701293713,2025-07-10 03:11:17
TRON,TRX,0.289838,0.7877,1.794920228989061,27473054632,462985373,2025-07-10 03:11:17
Dogecoin,DOGE,0.181082,6.04133,7.209436872496525,27110651095,1849158619,2025-07-10 03:11:17
Lido Staked Ether,STETH,2768.9,6.096,7.698900441993863,25262603617,40379426,2025-07-10 03:11:17
Bitcoin,BTC,111315.0,2.21828,2.239527074876867,2213877968416,36870513930,2025-07-10 03:12:18
Ethereum,ETH,2770.18,6.01225,7.691744877012417,334316649645,25966655250,2025-07-10 03:12:18
Tether,USDT,1.0,0.0127,-0.0094013373490433,158704111646,68619052038,2025-07-10 03:12:18
XRP,XRP,2.41,4.36382,7.802246012877124,142119916884,4456567201,2025-07-10 03:12:18
BNB,BNB,669.25,1.31353,1.4036190718272317,97616825291,864389124,2025-07-10 03:12:18
Solana,SOL,157.33,3.76623,3.308178611720621,84226253389,5340406549,2025-07-10 03:12:18
USDC,USDC,0.999968,0.00657,0.0166892693411574,62376066380,10701293713,2025-07-10 03:12:18
TRON,TRX,0.289838,0.7877,1.794920228989061,27473054632,462985373,2025-07-10 03:12:18
Dogecoin,DOGE,0.181082,6.04133,7.209436872496525,27110651095,1849158619,2025-07-10 03:12:18
Lido Staked Ether,STETH,2768.9,6.096,7.698900441993863,25262603617,40379426,2025-07-10 03:12:18
Bitcoin,BTC,111309.0,2.23154,2.234094751639407,2213877968416,36942605894,2025-07-10 03:13:19
Ethereum,ETH,2769.76,5.9959,7.675140858581364,334316649645,25960150024,2025-07-10 03:13:19
Tether,USDT,1.0,0.01254,-0.0095619021674117,158704111646,68639524803,2025-07-10 03:13:19
XRP,XRP,2.41,4.41493,7.842253375976603,142119916884,4457848699,2025-07-10 03:13:19
BNB,BNB,669.29,1.33518,1.409027473276717,97616825291,866948146,2025-07-10 03:13:19
Solana,SOL,157.32,3.81027,3.3014833333635982,84226253389,5343123801,2025-07-10 03:13:19
USDC,USDC,0.999901,1e-05,0.0100009685315973,62376066380,5467627918,2025-07-10 03:13:19
TRON,TRX,0.289861,0.80512,1.803012435630834,27473054632,465003797,2025-07-10 03:13:19
Dogecoin,DOGE,0.181137,6.15174,7.241755424648844,27110651095,1852329155,2025-07-10 03:13:19
Lido Staked Ether,STETH,2768.12,6.06615,7.668593437656695,25262603617,41538185,2025-07-10 03:13:19
Bitcoin,BTC,111310.0,2.2326,2.235147589151751,2213877968416,37075676944,2025-07-10 03:14:19
Ethereum,ETH,2769.6,5.98982,7.668958465193788,334316649645,25964301888,2025-07-10 03:14:19
Tether,USDT,1.0,0.01274,-0.0093607314285998,158704111646,68675833626,2025-07-10 03:14:19
XRP,XRP,2.41,4.43195,7.859824229187634,142119916884,4458994823,2025-07-10 03:14:19
BNB,BNB,669.32,1.34006,1.413908732036831,97616825291,867171878,2025-07-10 03:14:19
Solana,SOL,157.31,3.8053,3.29652948606194,84226253389,5341417172,2025-07-10 03:14:19
USDC,USDC,0.999901,-1e-05,0.0099811656004105,62376066380,5335721105,2025-07-10 03:14:19
TRON,TRX,0.289887,0.81407,1.812054465964243,27473054632,463329578,2025-07-10 03:14:19
Dogecoin,DOGE,0.181129,6.14721,7.237180957480308,27110651095,1932360328,2025-07-10 03:14:19
Lido Staked Ether,STETH,2767.27,6.03351,7.635464214208798,25262603617,41547976,2025-07-10 03:14:19
Bitcoin,BTC,111310.0,2.2326,2.235147589151751,2213877968416,37075676944,2025-07-10 03:15:20
Ethereum,ETH,2769.6,5.98982,7.668958465193788,334316649645,25964301888,2025-07-10 03:15:20
Tether,USDT,1.0,0.01274,-0.0093607314285998,158704111646,68675833626,2025-07-10 03:15:20
XRP,XRP,2.41,4.43195,7.859824229187634,142119916884,4458994823,2025-07-10 03:15:20
BNB,BNB,669.32,1.34006,1.413908732036831,97616825291,867171878,2025-07-10 03:15:20
Solana,SOL,157.31,3.8053,3.29652948606194,84226253389,5341417172,2025-07-10 03:15:20
USDC,USDC,0.999901,-1e-05,0.0099811656004105,62376066380,5335721105,2025-07-10 03:15:20
TRON,TRX,0.289887,0.81407,1.812054465964243,27473054632,463329578,2025-07-10 03:15:20
Dogecoin,DOGE,0.181129,6.14721,7.237180957480308,27110651095,1932360328,2025-07-10 03:15:20
Lido Staked Ether,STETH,2767.27,6.03351,7.635464214208798,25262603617,41547976,2025-07-10 03:15:20
Bitcoin,BTC,111320.0,2.26468,2.2447771429493746,2213877968416,37053443067,2025-07-10 03:16:21
Ethereum,ETH,2769.88,6.1273,7.680147795206277,334316649645,26293835349,2025-07-10 03:16:21
Tether,USDT,1.0,0.01231,-0.0094765234939987,158704111646,68698850070,2025-07-10 03:16:21
XRP,XRP,2.41,4.48344,7.885247269201923,142119916884,4460190020,2025-07-10 03:16:21
BNB,BNB,669.33,1.35426,1.4151544250841626,97616825291,867337402,2025-07-10 03:16:21
Solana,SOL,157.42,3.88377,3.366037140920698,84226253389,5351582552,2025-07-10 03:16:21
USDC,USDC,0.999952,0.00515,0.0151323267519018,62376066380,10692657017,2025-07-10 03:16:21
TRON,TRX,0.289897,0.80677,1.815535074836797,27473054632,463570199,2025-07-10 03:16:21
Dogecoin,DOGE,0.181174,6.17352,7.263763238234938,27110651095,1908181610,2025-07-10 03:16:21
Lido Staked Ether,STETH,2768.46,6.14283,7.681548552264236,25262603617,41536681,2025-07-10 03:16:21
Bitcoin,BTC,111312.0,2.25659,2.236688884020323,2213877968416,36906880893,2025-07-10 03:17:22
Ethereum,ETH,2769.59,6.11596,7.668643668003073,334316649645,26300173432,2025-07-10 03:17:22
Tether,USDT,1.0,0.01223,-0.0095580187126492,158704111646,68701244814,2025-07-10 03:17:22
XRP,XRP,2.41,4.49146,7.893535845719818,142119916884,4459261899,2025-07-10 03:17:22
BNB,BNB,669.33,1.35474,1.415629238563998,97647080136,867243988,2025-07-10 03:17:22
Solana,SOL,157.39,3.86672,3.349064084823988,84226253389,5348939861,2025-07-10 03:17:22
USDC,USDC,0.999973,0.00727,0.0172565948969467,62376066380,10536573854,2025-07-10 03:17:22
TRON,TRX,0.289899,0.80746,1.8162339722111085,27474062720,464960112,2025-07-10 03:17:22
Dogecoin,DOGE,0.181182,6.26971,7.268916874039098,27110651095,1853947577,2025-07-10 03:17:22
Lido Staked Ether,STETH,2768.65,6.15028,7.689102154417331,25262603617,41533639,2025-07-10 03:17:22
Bitcoin,BTC,111313.0,2.25799,2.2380913683778005,2213877968416,36836039764,2025-07-10 03:18:23
Ethereum,ETH,2769.12,6.09818,7.650605313447269,334316649645,26305745890,2025-07-10 03:18:23
Tether,USDT,1.0,0.0122,-0.0095882963800197,158704111646,68711311968,2025-07-10 03:18:23
XRP,XRP,2.41,4.55655,7.960744828600442,142119916884,4464078708,2025-07-10 03:18:23
BNB,BNB,670.33,1.50573,1.5667110918193328,97647080136,869984402,2025-07-10 03:18:23
Solana,SOL,157.39,3.86608,3.348430868780577,84226253389,5347699927,2025-07-10 03:18:23
USDC,USDC,0.99997,0.00696,0.0169471100448595,62376066380,9812418354,2025-07-10 03:18:23
TRON,TRX,0.289911,0.81182,1.820634419535548,27474062720,465218125,2025-07-10 03:18:23
Dogecoin,DOGE,0.181217,6.29025,7.289644278784324,27110651095,1854068222,2025-07-10 03:18:23
Lido Staked Ether,STETH,2768.02,6.12615,7.664629467616506,25262603617,41535622,2025-07-10 03:18:23
Bitcoin,BTC,111316.0,2.2609,2.240997184460398,2213877968416,36836274451,2025-07-10 03:19:24
Ethereum,ETH,2769.0,6.09355,7.645908977860081,334316649645,26277230640,2025-07-10 03:19:24
Tether,USDT,1.0,0.01181,-0.0099824165187524,158704111646,68728490247,2025-07-10 03:19:24
XRP,XRP,2.41,4.60569,8.01148581893368,142119916884,4464271100,2025-07-10 03:19:24
BNB,BNB,670.31,1.50322,1.5642035882607164,97647080136,866263143,2025-07-10 03:19:24
Solana,SOL,157.4,3.86875,3.3510832100194072,84226253389,5339605112,2025-07-10 03:19:24
USDC,USDC,0.999935,0.00344,0.0134268562701051,62376066380,11033890271,2025-07-10 03:19:24
TRON,TRX,0.289924,0.81615,1.8250080859844613,27474062720,465635235,2025-07-10 03:19:24
Dogecoin,DOGE,0.18126,6.3152,7.314837932862959,27110651095,1854983814,2025-07-10 03:19:24
Lido Staked Ether,STETH,2767.69,6.11328,7.651571304854985,25262603617,41531410,2025-07-10 03:19:24
Bitcoin,BTC,111318.0,2.26228,2.2423817629252505,2214081800830,36923327496,2025-07-10 03:20:25
Ethereum,ETH,2768.98,6.09271,7.645052288039003,334261968710,26333891753,2025-07-10 03:20:25
Tether,USDT,1.0,0.01167,-0.0101250019733754,158705802103,68739041083,2025-07-10 03:20:25
XRP,XRP,2.41,4.59984,8.005436647861993,142555161184,4464217602,2025-07-10 03:20:25
BNB,BNB,670.32,1.50393,1.5649133969302034,97647080136,866091983,2025-07-10 03:20:25
Solana,SOL,157.39,3.86377,3.346132547821422,84226253389,5345838115,2025-07-10 03:20:25
USDC,USDC,0.999944,0.00428,0.0142705184509736,62376066380,10704438154,2025-07-10 03:20:25
TRON,TRX,0.289928,0.81754,1.8264111350018344,27474062720,465285144,2025-07-10 03:20:25
Dogecoin,DOGE,0.181266,6.31854,7.318203809107176,27178690837,1854958376,2025-07-10 03:20:25
Lido Staked Ether,STETH,2767.56,6.10859,7.646808579062492,25262603617,41520597,2025-07-10 03:20:25
Bitcoin,BTC,111311.0,2.26231,2.236400906215745,2214081800830,37138234099,2025-07-10 03:21:25
Ethereum,ETH,2768.71,6.12741,7.634334272987855,334261968710,26370819648,2025-07-10 03:21:25
Tether,USDT,1.0,0.01099,-0.010232126633664,158705802103,68817812654,2025-07-10 03:21:25
XRP,XRP,2.41,4.62885,8.010451989325336,142555161184,4464955309,2025-07-10 03:21:25
BNB,BNB,670.33,1.51573,1.567307321648816,97647080136,864649372,2025-07-10 03:21:25
Solana,SOL,157.38,3.88854,3.341453491132825,84314378879,5345922944,2025-07-10 03:21:25
USDC,USDC,0.99995,0.00493,0.0149173471629293,62375404640,10446881942,2025-07-10 03:21:25
TRON,TRX,0.289911,0.82518,1.82031371449247,27474062720,465414114,2025-07-10 03:21:25
Dogecoin,DOGE,0.181326,6.35406,7.354058989650437,27178690837,1858098408,2025-07-10 03:21:25
Lido Staked Ether,STETH,2767.03,6.08813,7.626050077728531,25255452097,40373854,2025-07-10 03:21:25
Bitcoin,BTC,111288.0,2.2414,2.215493407406867,2214081800830,37156849947,2025-07-10 03:22:27
Ethereum,ETH,2768.28,6.11089,7.617581363848321,334261968710,26383158785,2025-07-10 03:22:27
Tether,USDT,1.0,0.01178,-0.0094448728801463,158705802103,68833002852,2025-07-10 03:22:27
XRP,XRP,2.41,4.62829,8.009873658169452,142555161184,4467494903,2025-07-10 03:22:27
BNB,BNB,670.41,1.52699,1.5785788366565527,97647080136,864950730,2025-07-10 03:22:27
Solana,SOL,157.34,3.8644,3.3174348528983724,84314378879,5344804858,2025-07-10 03:22:27
USDC,USDC,0.999948,0.00469,0.0146715925606093,62375404640,10172892243,2025-07-10 03:22:27
TRON,TRX,0.289903,0.82259,1.8176952657434808,27474062720,462091431,2025-07-10 03:22:27
Dogecoin,DOGE,0.181253,6.36589,7.310750427887282,27178690837,1858030672,2025-07-10 03:22:27
Lido Staked Ether,STETH,2766.91,6.19522,7.621325462182487,25255452097,41512092,2025-07-10 03:22:27
Bitcoin,BTC,111279.0,2.23307,2.207161012418365,2214081800830,37176265591,2025-07-10 03:23:28
Ethereum,ETH,2767.96,6.09881,7.605321208668241,334261968710,26624688541,2025-07-10 03:23:28
Tether,USDT,1.0,0.01204,-0.0091834115560949,158705802103,68848113426,2025-07-10 03:23:28
XRP,XRP,2.41,4.58101,7.96106579119686,142555161184,4482647807,2025-07-10 03:23:28
BNB,BNB,670.41,1.52672,1.5783053090863426,97647080136,865008428,2025-07-10 03:23:28
Solana,SOL,157.28,3.82417,3.2774225521805955,84314378879,5362771715,2025-07-10 03:23:28
USDC,USDC,0.999947,0.00466,0.0146475173997165,62375404640,10208300137,2025-07-10 03:23:28
TRON,TRX,0.289911,0.82537,1.820507225010895,27474062720,462371039,2025-07-10 03:23:28
Dogecoin,DOGE,0.181193,6.33064,7.275188023114637,27178690837,1882237226,2025-07-10 03:23:28
Lido Staked Ether,STETH,2766.09,6.16398,7.589657637537053,25255452097,41511132,2025-07-10 03:23:28
Bitcoin,BTC,111273.0,2.22748,2.201574689161298,2214081800830,37200094703,2025-07-10 03:24:29
Ethereum,ETH,2767.82,6.09357,7.600007795787546,334261968710,26661144165,2025-07-10 03:24:29
Tether,USDT,1.0,0.01194,-0.0092827345318874,158705802103,68885211823,2025-07-10 03:24:29
XRP,XRP,2.41,4.56879,7.948457835051243,142555161184,4473284503,2025-07-10 03:24:29
BNB,BNB,670.36,1.5202,1.5717827089202632,97803109427,866470012,2025-07-10 03:24:29
Solana,SOL,157.24,3.79821,3.251593012385908,84314378879,5365814157,2025-07-10 03:24:29
USDC,USDC,0.999901,-1e-05,0.0099734762209967,62375404640,6077784312,2025-07-10 03:24:29
TRON,TRX,0.289905,0.82312,1.8182380255286577,27475198798,462229099,2025-07-10 03:24:29
Dogecoin,DOGE,0.181162,6.31272,7.257103478224231,27178690837,1859184369,2025-07-10 03:24:29
Lido Staked Ether,STETH,2764.94,6.11977,7.544854393168587,25255452097,41498189,2025-07-10 03:24:29
Bitcoin,BTC,111273.0,2.22725,2.201344882067819,2214081800830,37215924636,2025-07-10 03:25:30
Ethereum,ETH,2768.4,6.11566,7.622415763010684,334261968710,26723447293,2025-07-10 03:25:30
Tether,USDT,1.0,0.01218,-0.0090401100774133,158705802103,68907617806,2025-07-10 03:25:30
XRP,XRP,2.41,4.60653,7.987416509681037,142555161184,4472685504,2025-07-10 03:25:30
BNB,BNB,670.38,1.55756,1.575099023445357,97803109427,866342822,2025-07-10 03:25:30
Solana,SOL,157.22,3.78445,3.237909789457543,84314378879,5366344095,2025-07-10 03:25:30
USDC,USDC,0.999901,-2e-05,0.0099689989438994,62375404640,6342365188,2025-07-10 03:25:30
TRON,TRX,0.289902,0.82224,1.8173436316269689,27475198798,457472676,2025-07-10 03:25:30
Dogecoin,DOGE,0.181123,6.28931,7.233492031266933,27178690837,1859699201,2025-07-10 03:25:30
Lido Staked Ether,STETH,2767.23,6.2077,7.63396520925156,25255452097,41531393,2025-07-10 03:25:30
Bitcoin,BTC,111273.0,2.22725,2.201344882067819,2214081800830,37215924636,2025-07-10 03:26:31
Ethereum,ETH,2768.4,6.11566,7.622415763010684,334261968710,26723447293,2025-07-10 03:26:31
Tether,USDT,1.0,0.01218,-0.0090401100774133,158705802103,68907617806,2025-07-10 03:26:31
XRP,XRP,2.41,4.60653,7.987416509681037,142555161184,4472685504,2025-07-10 03:26:31
BNB,BNB,670.38,1.55756,1.575099023445357,97803109427,866342822,2025-07-10 03:26:31
Solana,SOL,157.22,3.78445,3.237909789457543,84314378879,5366344095,2025-07-10 03:26:31
USDC,USDC,0.999901,-2e-05,0.0099689989438994,62375404640,6342365188,2025-07-10 03:26:31
TRON,TRX,0.289902,0.82224,1.8173436316269689,27475198798,457472676,2025-07-10 03:26:31
Dogecoin,DOGE,0.181123,6.28931,7.233492031266933,27178690837,1859699201,2025-07-10 03:26:31
Lido Staked Ether,STETH,2767.23,6.2077,7.63396520925156,25255452097,41531393,2025-07-10 03:26:31
Bitcoin,BTC,111257.0,2.24546,2.1863898963142816,2213111078120,37225146635,2025-07-10 03:27:32
Ethereum,ETH,2769.06,6.22576,7.647991755078956,334225380744,26753052587,2025-07-10 03:27:32
Tether,USDT,1.0,0.01113,-0.0098050173873793,158706802796,68935917691,2025-07-10 03:27:32
XRP,XRP,2.41,4.75767,7.989706086121233,142542031075,4467520863,2025-07-10 03:27:32
BNB,BNB,670.48,1.57246,1.5900007203758302,97803109427,868982821,2025-07-10 03:27:32
Solana,SOL,157.18,3.82184,3.2088608251116404,84314378879,5366555513,2025-07-10 03:27:32
USDC,USDC,0.9999,-4e-05,0.0099472740501157,62375404640,6066790484,2025-07-10 03:27:32
TRON,TRX,0.2899,0.83077,1.8165764065195125,27475198798,457436357,2025-07-10 03:27:32
Dogecoin,DOGE,0.181027,6.33569,7.177191815002732,27144247220,1860881573,2025-07-10 03:27:32
Lido Staked Ether,STETH,2767.89,6.299,7.659614259114435,25255452097,41537579,2025-07-10 03:27:32
Bitcoin,BTC,111248.0,2.23761,2.178540516971844,2213111078120,37235797562,2025-07-10 03:28:33
Ethereum,ETH,2769.14,6.22906,7.651335139805639,334225380744,26783027326,2025-07-10 03:28:33
Tether,USDT,1.0,0.0111,-0.0098310237566927,158706802796,68980084928,2025-07-10 03:28:33
XRP,XRP,2.41,4.74808,7.979818440269351,142542031075,4467458765,2025-07-10 03:28:33
BNB,BNB,670.47,1.57117,1.5887111124613873,97803109427,868945370,2025-07-10 03:28:33
