Name,Symbol,Price (USD),24h Change (%),7d Change (%),Market Cap,24h Volume,Timestamp
XRP,XRP,2.41,4.68307,7.334846522427306,142643343000,4331482339,2025-07-10 02:32:47
BNB,BNB,669.78,1.44866,1.1327794392478936,97707297018,851975018,2025-07-10 02:32:47
Solana,SOL,157.46,3.83901,2.4894670879896,84436034090,5333759945,2025-07-10 02:32:47
USDC,USDC,0.9999,0.00021,0.0050225236126889,61891506351,7314269024,2025-07-10 02:32:47
TRON,TRX,0.289839,0.84553,1.970596956143548,27468620143,460405130,2025-07-10 02:32:47
Dogecoin,DOGE,0.182009,6.45297,6.497230857869571,27303390240,1822176322,2025-07-10 02:32:47
Lido Staked Ether,STETH,2776.28,6.31981,6.9843331578271854,25363369085,40026927,2025-07-10 02:32:47
Bitcoin,BTC,111500.0,2.38497,2.131939518210117,2217735529429,36579124707,2025-07-10 02:33:48
Ethereum,ETH,2779.74,6.40079,7.06529985170045,335559383783,26256252469,2025-07-10 02:33:48
Tether,USDT,1.0,0.0088,-0.0127288428302485,158701563328,67901670419,2025-07-10 02:33:48
XRP,XRP,2.41,4.6548,7.305858592254657,142551715088,4333034222,2025-07-10 02:33:48
BNB,BNB,669.83,1.4557,1.1397963627138057,97707297018,850721508,2025-07-10 02:33:48
Solana,SOL,157.52,3.87848,2.5284309195609063,84436034090,5335593669,2025-07-10 02:33:48
USDC,USDC,0.999903,0.00042,0.0052299541913053,61891737656,6289161187,2025-07-10 02:33:48
TRON,TRX,0.289843,0.84706,1.972135971350072,27468620143,458957873,2025-07-10 02:33:48
Dogecoin,DOGE,0.181971,6.43048,6.474726979626251,27289272171,1822595488,2025-07-10 02:33:48
Lido Staked Ether,STETH,2776.53,6.32936,6.9939421507775,25363369085,39974165,2025-07-10 02:33:48
Bitcoin,BTC,111496.0,2.38129,2.128268668939403,2217735529429,36580176700,2025-07-10 02:34:48
Ethereum,ETH,2779.75,6.40096,7.065478034097701,335559383783,26257161587,2025-07-10 02:34:48
Tether,USDT,1.0,0.00912,-0.0124110142435713,158701563328,67911924716,2025-07-10 02:34:48
XRP,XRP,2.41,4.64676,7.2976213010859645,142551715088,4347221767,2025-07-10 02:34:48
BNB,BNB,669.84,1.45711,1.1411978321759004,97707297018,850705331,2025-07-10 02:34:48
Solana,SOL,157.57,3.91235,2.5618558266626943,84395682975,5338953040,2025-07-10 02:34:48
USDC,USDC,0.999902,0.0004,0.0052118143069887,61891737656,6299642775,2025-07-10 02:34:48
TRON,TRX,0.289847,0.84835,1.9734421111924063,27468620143,458718666,2025-07-10 02:34:48
Dogecoin,DOGE,0.181941,6.41346,6.457696709432971,27289272171,1817428928,2025-07-10 02:34:48
Lido Staked Ether,STETH,2776.86,6.34213,7.0067859656691365,25344260353,39994766,2025-07-10 02:34:48
Bitcoin,BTC,111496.0,2.38129,2.128268668939403,2217735529429,36580176700,2025-07-10 02:35:49
Ethereum,ETH,2779.75,6.40096,7.065478034097701,335559383783,26257161587,2025-07-10 02:35:49
Tether,USDT,1.0,0.00912,-0.0124110142435713,158701563328,67911924716,2025-07-10 02:35:49
XRP,XRP,2.41,4.64676,7.2976213010859645,142551715088,4347221767,2025-07-10 02:35:49
BNB,BNB,669.84,1.45711,1.1411978321759004,97707297018,850705331,2025-07-10 02:35:49
Solana,SOL,157.57,3.91235,2.5618558266626943,84395682975,5338953040,2025-07-10 02:35:49
USDC,USDC,0.999902,0.0004,0.0052118143069887,61891737656,6299642775,2025-07-10 02:35:49
TRON,TRX,0.289847,0.84835,1.9734421111924063,27468620143,458718666,2025-07-10 02:35:49
Dogecoin,DOGE,0.181941,6.41346,6.457696709432971,27289272171,1817428928,2025-07-10 02:35:49
Lido Staked Ether,STETH,2776.86,6.34213,7.0067859656691365,25344260353,39994766,2025-07-10 02:35:49
Bitcoin,BTC,111481.0,2.2978,2.1142716775473533,2217735529429,36574004261,2025-07-10 02:36:50
Ethereum,ETH,2778.64,6.29673,7.022642452761708,335559383783,26245346856,2025-07-10 02:36:50
Tether,USDT,1.0,0.00956,-0.0119537724032315,158701563328,67938901329,2025-07-10 02:36:50
XRP,XRP,2.41,4.51368,7.238107809040353,142551715088,4419791874,2025-07-10 02:36:50
BNB,BNB,669.86,1.44259,1.1442097697357412,97723556976,850509428,2025-07-10 02:36:50
Solana,SOL,157.57,3.83156,2.558577537422192,84395682975,5343750349,2025-07-10 02:36:50
USDC,USDC,0.999901,0.00197,0.005042931992769,61891737656,10392497885,2025-07-10 02:36:50
TRON,TRX,0.289841,0.82083,1.971389835388871,27467495183,458568319,2025-07-10 02:36:50
Dogecoin,DOGE,0.18175,6.25293,6.345766814740787,27289272171,1823774753,2025-07-10 02:36:50
Lido Staked Ether,STETH,2775.91,6.18543,6.970245747074025,25344260353,40004735,2025-07-10 02:36:50
Bitcoin,BTC,111473.0,2.29092,2.1074091779968787,2217735529429,36591236188,2025-07-10 02:37:51
Ethereum,ETH,2778.62,6.29615,7.022058854032314,335559383783,26260264489,2025-07-10 02:37:51
Tether,USDT,1.0,0.00977,-0.0117518953109191,158701563328,67974436782,2025-07-10 02:37:51
XRP,XRP,2.41,4.51682,7.24133287246667,142551715088,4405146047,2025-07-10 02:37:51
BNB,BNB,669.86,1.44265,1.144269625304133,97723556976,850435448,2025-07-10 02:37:51
Solana,SOL,157.59,3.8439,2.5707666721011035,84395682975,5345299410,2025-07-10 02:37:51
USDC,USDC,0.999905,0.00239,0.0054581841077407,61891737656,10469264235,2025-07-10 02:37:51
TRON,TRX,0.289842,0.8212,1.971763317129731,27467495183,456367666,2025-07-10 02:37:51
Dogecoin,DOGE,0.181752,6.25426,6.347100078087653,27289272171,1823939606,2025-07-10 02:37:51
Lido Staked Ether,STETH,2775.99,6.18821,6.97304977863319,25344260353,40009259,2025-07-10 02:37:51
Bitcoin,BTC,111471.0,2.28835,2.104845509584799,2217175091373,36671726086,2025-07-10 02:38:52
Ethereum,ETH,2778.68,6.29824,7.024165039430881,335432196226,26262182858,2025-07-10 02:38:52
Tether,USDT,1.0,0.01032,-0.0112016390641019,158703376700,67994542279,2025-07-10 02:38:52
XRP,XRP,2.41,4.50704,7.231297017195057,142455911596,4417918144,2025-07-10 02:38:52
BNB,BNB,669.88,1.44575,1.1473574178339143,97723556976,850587280,2025-07-10 02:38:52
Solana,SOL,157.6,3.85225,2.5790230682753306,84395682975,5345155539,2025-07-10 02:38:52
USDC,USDC,0.999904,0.00227,0.0053421576283844,62372615243,10345772860,2025-07-10 02:38:52
TRON,TRX,0.289839,0.82014,1.9706983578778376,27467495183,458760380,2025-07-10 02:38:52
Dogecoin,DOGE,0.181761,6.25939,6.352236953309721,27253766426,1824110235,2025-07-10 02:38:52
Lido Staked Ether,STETH,2775.74,6.17888,6.963654777031255,25344260353,40016824,2025-07-10 02:38:52
Bitcoin,BTC,111461.0,2.27932,2.0958307539193832,2217175091373,36715756876,2025-07-10 02:39:53
Ethereum,ETH,2778.87,6.30577,7.031742306813587,335432196226,26387429268,2025-07-10 02:39:53
Tether,USDT,1.0,0.01036,-0.0111574675390107,158703376700,68042670395,2025-07-10 02:39:53
XRP,XRP,2.41,4.48017,7.203726919977734,142455911596,4425912726,2025-07-10 02:39:53
BNB,BNB,669.94,1.4545,1.156080662121722,97723556976,850712172,2025-07-10 02:39:53
Solana,SOL,157.59,3.84713,2.573962745055617,84428411263,5346306098,2025-07-10 02:39:53
USDC,USDC,0.999915,0.00339,0.0064596774562446,62372615243,7661316870,2025-07-10 02:39:53
TRON,TRX,0.289851,0.82426,1.974856388071148,27467495183,457920626,2025-07-10 02:39:53
Dogecoin,DOGE,0.181707,6.22793,6.320749137861201,27253766426,1825313287,2025-07-10 02:39:53
Lido Staked Ether,STETH,2775.63,6.17441,6.9591493608593336,25333624780,40026249,2025-07-10 02:39:53
Bitcoin,BTC,111455.0,2.27415,2.090668953740636,2217175091373,36651719997,2025-07-10 02:40:54
Ethereum,ETH,2778.88,6.24474,7.032143299442911,335432196226,26234433158,2025-07-10 02:40:54
Tether,USDT,1.0,0.01047,-0.0110456143645545,158703376700,68055408564,2025-07-10 02:40:54
XRP,XRP,2.41,4.44334,7.191216998864968,142455911596,4413767013,2025-07-10 02:40:54
BNB,BNB,669.9,1.4486,1.1501997878783194,97732732734,851637187,2025-07-10 02:40:54
Solana,SOL,157.58,3.83815,2.5650915955381364,84428411263,5346471684,2025-07-10 02:40:54
USDC,USDC,0.9999,0.00185,0.0049245206452995,62372615243,6557642262,2025-07-10 02:40:54
TRON,TRX,0.289855,0.82563,1.976243985603436,27470254993,457895487,2025-07-10 02:40:54
Dogecoin,DOGE,0.181634,6.18519,6.277967632121374,27253766426,1826210906,2025-07-10 02:40:54
Lido Staked Ether,STETH,2775.74,6.17874,6.963511999520637,25333624780,40031679,2025-07-10 02:40:54
Bitcoin,BTC,111451.0,2.26582,2.086791604984461,2217175091373,36731539797,2025-07-10 02:41:55
Ethereum,ETH,2778.46,6.22837,7.0156499131002,335432196226,23712427048,2025-07-10 02:41:55
Tether,USDT,1.0,0.01091,-0.0106886912431934,158703376700,68065076324,2025-07-10 02:41:55
XRP,XRP,2.41,4.43929,7.187060584467485,142455911596,4415237488,2025-07-10 02:41:55
BNB,BNB,669.53,1.37996,1.09530947657372,97732732734,634221143,2025-07-10 02:41:55
Solana,SOL,157.58,3.82975,2.567900998190221,84428411263,5338336353,2025-07-10 02:41:55
USDC,USDC,0.999902,0.00031,0.0051664459573803,62372615243,5602954374,2025-07-10 02:41:55
TRON,TRX,0.28985,0.81999,1.974601889340403,27470254993,457931176,2025-07-10 02:41:55
Dogecoin,DOGE,0.181646,6.18838,6.2850778431430125,27253766426,1823343992,2025-07-10 02:41:55
Lido Staked Ether,STETH,2775.79,6.12948,6.965388232458652,25333624780,40024481,2025-07-10 02:41:55
Bitcoin,BTC,111451.0,2.26582,2.086791604984461,2217175091373,36731539797,2025-07-10 02:42:56
Ethereum,ETH,2778.46,6.22837,7.0156499131002,335432196226,23712427048,2025-07-10 02:42:56
Tether,USDT,1.0,0.01091,-0.0106886912431934,158703376700,68065076324,2025-07-10 02:42:56
XRP,XRP,2.41,4.43929,7.187060584467485,142455911596,4415237488,2025-07-10 02:42:56
BNB,BNB,669.53,1.37996,1.09530947657372,97732732734,634221143,2025-07-10 02:42:56
Solana,SOL,157.58,3.82975,2.567900998190221,84428411263,5338336353,2025-07-10 02:42:56
USDC,USDC,0.999902,0.00031,0.0051664459573803,62372615243,5602954374,2025-07-10 02:42:56
TRON,TRX,0.28985,0.81999,1.974601889340403,27470254993,457931176,2025-07-10 02:42:56
Dogecoin,DOGE,0.181646,6.18838,6.2850778431430125,27253766426,1823343992,2025-07-10 02:42:56
Lido Staked Ether,STETH,2775.79,6.12948,6.965388232458652,25333624780,40024481,2025-07-10 02:42:56
Bitcoin,BTC,111438.0,2.25412,2.075120056842551,2216553322982,36470128851,2025-07-10 02:43:57
Ethereum,ETH,2778.27,6.22114,7.00836295482741,335384185918,26241515380,2025-07-10 02:43:57
Tether,USDT,1.0,0.01087,-0.0107250900380297,158704713877,68099164785,2025-07-10 02:43:57
XRP,XRP,2.41,4.39908,7.145793374372908,142353214822,4429950441,2025-07-10 02:43:57
BNB,BNB,669.51,1.37594,1.0913047680047172,97732732734,637582182,2025-07-10 02:43:57
Solana,SOL,157.54,3.80277,2.54125059768426,84403605236,5337561328,2025-07-10 02:43:57
USDC,USDC,0.99989,-0.00087,0.0039951441483055,62371775120,10481093226,2025-07-10 02:43:57
TRON,TRX,0.289907,0.83979,1.9946311015960327,27470254993,459464163,2025-07-10 02:43:57
Dogecoin,DOGE,0.1816,6.16111,6.257779244957569,27232141478,1824446996,2025-07-10 02:43:57
Lido Staked Ether,STETH,2774.96,6.09781,6.933474739360428,25333624780,41158740,2025-07-10 02:43:57
Bitcoin,BTC,111431.0,2.24751,2.0685148307455945,2216553322982,36592256098,2025-07-10 02:44:58
Ethereum,ETH,2778.17,6.21759,7.0047902589815525,335384185918,26249657578,2025-07-10 02:44:58
Tether,USDT,1.0,0.01057,-0.011020978904199,158704713877,68126639884,2025-07-10 02:44:58
XRP,XRP,2.41,4.39256,7.139104286751658,142353214822,4418244931,2025-07-10 02:44:58
BNB,BNB,669.48,1.3717,1.0870787037987115,97732732734,624554183,2025-07-10 02:44:58
Solana,SOL,157.53,3.79755,2.5361012914034866,84403605236,5334970287,2025-07-10 02:44:58
USDC,USDC,0.999886,-0.00129,0.0035761610580067,62371775120,10501071566,2025-07-10 02:44:58
TRON,TRX,0.289906,0.83943,1.994263777321465,27470254993,459190193,2025-07-10 02:44:58
Dogecoin,DOGE,0.181575,6.14673,6.243382998370443,27232141478,1826436214,2025-07-10 02:44:58
Lido Staked Ether,STETH,2774.92,6.09645,6.932104212510438,25327825884,41157452,2025-07-10 02:44:58
Bitcoin,BTC,111425.0,2.24959,2.0630315817836453,2216553322982,36627080597,2025-07-10 02:45:59
Ethereum,ETH,2777.96,6.22528,6.996482414298745,335384185918,26367463188,2025-07-10 02:45:59
Tether,USDT,1.0,0.01146,-0.0108226894572416,158704713877,68143745200,2025-07-10 02:45:59
XRP,XRP,2.41,4.29278,7.112648515140655,142353214822,4418960413,2025-07-10 02:45:59
BNB,BNB,669.47,1.35942,1.0857702995640182,97668085465,624449157,2025-07-10 02:45:59
Solana,SOL,157.51,3.73013,2.519744580143591,84403605236,5335133850,2025-07-10 02:45:59
USDC,USDC,0.999907,0.00082,0.0056828892585094,62371775120,10427359219,2025-07-10 02:45:59
TRON,TRX,0.289898,0.83645,1.991257253547029,27474155367,460651491,2025-07-10 02:45:59
Dogecoin,DOGE,0.181546,6.12967,6.2263086547553845,27232141478,1830273532,2025-07-10 02:45:59
Lido Staked Ether,STETH,2774.91,6.09575,6.93139639411078,25327825884,40041793,2025-07-10 02:45:59
Bitcoin,BTC,111425.0,2.24959,2.0630315817836453,2216553322982,36627080597,2025-07-10 02:46:59
Ethereum,ETH,2777.96,6.22528,6.996482414298745,335384185918,26367463188,2025-07-10 02:46:59
Tether,USDT,1.0,0.01146,-0.0108226894572416,158704713877,68143745200,2025-07-10 02:46:59
XRP,XRP,2.41,4.29278,7.112648515140655,142353214822,4418960413,2025-07-10 02:46:59
BNB,BNB,669.47,1.35942,1.0857702995640182,97668085465,624449157,2025-07-10 02:46:59
Solana,SOL,157.51,3.73013,2.519744580143591,84403605236,5335133850,2025-07-10 02:46:59
USDC,USDC,0.999907,0.00082,0.0056828892585094,62371775120,10427359219,2025-07-10 02:46:59
TRON,TRX,0.289898,0.83645,1.991257253547029,27474155367,460651491,2025-07-10 02:46:59
Dogecoin,DOGE,0.181546,6.12967,6.2263086547553845,27232141478,1830273532,2025-07-10 02:46:59
Lido Staked Ether,STETH,2774.91,6.09575,6.93139639411078,25327825884,40041793,2025-07-10 02:46:59
Bitcoin,BTC,111429.0,2.25372,2.067156399057498,2216553322982,36535803204,2025-07-10 02:48:00
Ethereum,ETH,2777.85,6.22113,6.992310197019148,335384185918,26378342539,2025-07-10 02:48:00
Tether,USDT,1.0,0.01187,-0.0104059704378323,158704713877,68157984603,2025-07-10 02:48:00
XRP,XRP,2.41,4.27103,7.090306760584129,142353214822,4416674435,2025-07-10 02:48:00
BNB,BNB,669.54,1.36995,1.0962744977852057,97668085465,635633037,2025-07-10 02:48:00
Solana,SOL,157.48,3.71303,2.50284297896829,84403605236,5333142051,2025-07-10 02:48:00
USDC,USDC,0.999899,0.00399,0.0048794755783791,62371775120,7220052427,2025-07-10 02:48:00
TRON,TRX,0.289913,0.8348,1.9967220208639165,27474155367,460289816,2025-07-10 02:48:00
Dogecoin,DOGE,0.181488,6.12578,6.192588159210445,27232141478,1831169921,2025-07-10 02:48:00
Lido Staked Ether,STETH,2775.08,6.16086,6.9382313477362665,25327825884,40045726,2025-07-10 02:48:00
Bitcoin,BTC,111423.0,2.24792,2.061366731296093,2216251240196,36684220214,2025-07-10 02:49:01
Ethereum,ETH,2777.49,6.20751,6.978585900156618,335317193126,26403477838,2025-07-10 02:49:01
Tether,USDT,1.0,0.0113,-0.0109826315808606,158705197512,68170855049,2025-07-10 02:49:01
XRP,XRP,2.41,4.24991,7.068619663502515,142246611702,4432514583,2025-07-10 02:49:01
BNB,BNB,669.57,1.37436,1.1006633181860994,97668085465,635473689,2025-07-10 02:49:01
Solana,SOL,157.47,3.70539,2.495284346811556,84359549603,5334665357,2025-07-10 02:49:01
USDC,USDC,0.999911,0.00517,0.006058026872892,62373103109,10332354729,2025-07-10 02:49:01
TRON,TRX,0.289916,0.8357,1.997625899976176,27474155367,460357493,2025-07-10 02:49:01
Dogecoin,DOGE,0.181314,6.02367,6.090404956654197,27188795148,1833699563,2025-07-10 02:49:01
Lido Staked Ether,STETH,2774.64,6.14405,6.921301795640443,25324942651,40051650,2025-07-10 02:49:01
Bitcoin,BTC,111407.0,2.23291,2.0463839034113698,2216251240196,36811445768,2025-07-10 02:50:01
Ethereum,ETH,2776.61,6.17378,6.944609777693624,335317193126,23885685739,2025-07-10 02:50:01
Tether,USDT,1.0,0.01082,-0.0114588037914829,158705197512,68179605539,2025-07-10 02:50:01
XRP,XRP,2.41,4.22683,7.044911682182202,142246611702,4435335120,2025-07-10 02:50:01
BNB,BNB,669.56,1.37234,1.0986531906814032,97668085465,636162228,2025-07-10 02:50:01
Solana,SOL,157.45,3.69117,2.481238572074652,84359549603,5333577241,2025-07-10 02:50:01
USDC,USDC,0.999918,0.00591,0.0068001109745077,62373103109,10696523501,2025-07-10 02:50:01
TRON,TRX,0.289917,0.83595,1.9978862640316493,27474155367,462334541,2025-07-10 02:50:01
Dogecoin,DOGE,0.181243,5.9823,6.049013686183607,27188795148,1833896041,2025-07-10 02:50:01
Lido Staked Ether,STETH,2774.06,6.1215,6.898591377745743,25324942651,41998370,2025-07-10 02:50:01
Bitcoin,BTC,111407.0,2.23291,2.0463839034113698,2216251240196,36811445768,2025-07-10 02:51:02
Ethereum,ETH,2776.61,6.17378,6.944609777693624,335317193126,23885685739,2025-07-10 02:51:02
Tether,USDT,1.0,0.01082,-0.0114588037914829,158705197512,68179605539,2025-07-10 02:51:02
XRP,XRP,2.41,4.22683,7.044911682182202,142246611702,4435335120,2025-07-10 02:51:02
BNB,BNB,669.56,1.37234,1.0986531906814032,97668085465,636162228,2025-07-10 02:51:02
Solana,SOL,157.45,3.69117,2.481238572074652,84359549603,5333577241,2025-07-10 02:51:02
USDC,USDC,0.999918,0.00591,0.0068001109745077,62373103109,10696523501,2025-07-10 02:51:02
TRON,TRX,0.289917,0.83595,1.9978862640316493,27474155367,462334541,2025-07-10 02:51:02
Dogecoin,DOGE,0.181243,5.9823,6.049013686183607,27188795148,1833896041,2025-07-10 02:51:02
Lido Staked Ether,STETH,2774.06,6.1215,6.898591377745743,25324942651,41998370,2025-07-10 02:51:02
Bitcoin,BTC,111393.0,2.23958,2.0340363034403177,2216251240196,36853591237,2025-07-10 02:52:03
Ethereum,ETH,2776.78,6.1551,6.9511119844477225,335317193126,26486550855,2025-07-10 02:52:03
Tether,USDT,1.0,0.01177,-0.0106744135595606,158705197512,68232081250,2025-07-10 02:52:03
XRP,XRP,2.41,4.12457,6.975795408186067,142246611702,4420049016,2025-07-10 02:52:03
BNB,BNB,669.44,1.32257,1.0814355378663731,97674299104,855959091,2025-07-10 02:52:03
Solana,SOL,157.31,3.60733,2.390164231862019,84359549603,4319130591,2025-07-10 02:52:03
USDC,USDC,0.9999,0.00153,0.0050184334590418,62373103109,6162034390,2025-07-10 02:52:03
TRON,TRX,0.289923,0.84017,2.0002888717315805,27475988698,464367047,2025-07-10 02:52:03
Dogecoin,DOGE,0.181156,5.94832,5.997930277724694,27188795148,1834847494,2025-07-10 02:52:03
Lido Staked Ether,STETH,2773.41,6.08213,6.873546935329484,25324942651,40875931,2025-07-10 02:52:03
Bitcoin,BTC,111378.0,2.22587,2.0203478802716988,2216251240196,36875326339,2025-07-10 02:53:04
Ethereum,ETH,2776.5,6.14442,6.94034891591993,335317193126,26512591404,2025-07-10 02:53:04
Tether,USDT,1.0,0.01186,-0.0105874212627841,158705197512,68260954250,2025-07-10 02:53:04
XRP,XRP,2.41,4.117,6.968021406977316,142246611702,4420765180,2025-07-10 02:53:04
BNB,BNB,669.43,1.32092,1.079782511711196,97674299104,856677409,2025-07-10 02:53:04
Solana,SOL,157.3,3.604,2.386865356297406,84359549603,4316990091,2025-07-10 02:53:04
USDC,USDC,0.999901,0.00155,0.0050354927168968,62373103109,6129596120,2025-07-10 02:53:04
TRON,TRX,0.28994,0.84601,2.0061961088768334,27475988698,464750281,2025-07-10 02:53:04
Dogecoin,DOGE,0.181125,5.93025,5.979851724653266,27188795148,1834943045,2025-07-10 02:53:04
Lido Staked Ether,STETH,2772.65,6.05327,6.844468417754797,25324942651,41995890,2025-07-10 02:53:04
Bitcoin,BTC,111378.0,2.22587,2.0203478802716988,2216251240196,36875326339,2025-07-10 02:54:04
Ethereum,ETH,2776.5,6.14442,6.94034891591993,335317193126,26512591404,2025-07-10 02:54:04
Tether,USDT,1.0,0.01186,-0.0105874212627841,158705197512,68260954250,2025-07-10 02:54:04
XRP,XRP,2.41,4.117,6.968021406977316,142246611702,4420765180,2025-07-10 02:54:04
BNB,BNB,669.43,1.32092,1.079782511711196,97674299104,856677409,2025-07-10 02:54:04
Solana,SOL,157.3,3.604,2.386865356297406,84359549603,4316990091,2025-07-10 02:54:04
USDC,USDC,0.999901,0.00155,0.0050354927168968,62373103109,6129596120,2025-07-10 02:54:04
TRON,TRX,0.28994,0.84601,2.0061961088768334,27475988698,464750281,2025-07-10 02:54:04
Dogecoin,DOGE,0.181125,5.93025,5.979851724653266,27188795148,1834943045,2025-07-10 02:54:04
Lido Staked Ether,STETH,2772.65,6.05327,6.844468417754797,25324942651,41995890,2025-07-10 02:54:04
Bitcoin,BTC,111332.0,2.1837,1.9782655302190173,2215210888568,36942709993,2025-07-10 02:55:05
Ethereum,ETH,2773.38,6.02522,6.820257287808815,335050165488,26571568570,2025-07-10 02:55:05
Tether,USDT,1.0,0.01313,-0.0093164894252175,158706387151,68351612963,2025-07-10 02:55:05
XRP,XRP,2.41,4.09645,6.946906557663506,142094073895,4424730052,2025-07-10 02:55:05
BNB,BNB,669.13,1.27603,1.035001298429371,97674299104,857273400,2025-07-10 02:55:05
Solana,SOL,157.21,3.54454,2.328104128877073,84264481217,5341836114,2025-07-10 02:55:05
USDC,USDC,0.999967,0.00822,0.0117067073513251,62375182384,10445465716,2025-07-10 02:55:05
TRON,TRX,0.289935,0.8442,2.004365918784049,27475988698,464398995,2025-07-10 02:55:05
Dogecoin,DOGE,0.180839,5.76303,5.812555658662217,27152485204,1838939374,2025-07-10 02:55:05
Lido Staked Ether,STETH,2768.31,5.88735,6.67731343844545,25302382839,41997567,2025-07-10 02:55:05
Bitcoin,BTC,111332.0,2.1837,1.9782655302190173,2215210888568,36942709993,2025-07-10 02:56:06
Ethereum,ETH,2773.38,6.02522,6.820257287808815,335050165488,26571568570,2025-07-10 02:56:06
Tether,USDT,1.0,0.01313,-0.0093164894252175,158706387151,68351612963,2025-07-10 02:56:06
XRP,XRP,2.41,4.09645,6.946906557663506,142094073895,4424730052,2025-07-10 02:56:06
BNB,BNB,669.13,1.27603,1.035001298429371,97674299104,857273400,2025-07-10 02:56:06
Solana,SOL,157.21,3.54454,2.328104128877073,84264481217,5341836114,2025-07-10 02:56:06
USDC,USDC,0.999967,0.00822,0.0117067073513251,62375182384,10445465716,2025-07-10 02:56:06
TRON,TRX,0.289935,0.8442,2.004365918784049,27475988698,464398995,2025-07-10 02:56:06
Dogecoin,DOGE,0.180839,5.76303,5.812555658662217,27152485204,1838939374,2025-07-10 02:56:06
Lido Staked Ether,STETH,2768.31,5.88735,6.67731343844545,25302382839,41997567,2025-07-10 02:56:06
Bitcoin,BTC,111333.0,2.1913,1.97884667605796,2215210888568,37024924888,2025-07-10 02:57:06
Ethereum,ETH,2772.45,5.99983,6.784294608695614,335050165488,26617106194,2025-07-10 02:57:06
Tether,USDT,1.0,0.0128,-0.0092408519047844,158706387151,68380883821,2025-07-10 02:57:06
XRP,XRP,2.41,4.10722,6.957228218234822,142094073895,4434106886,2025-07-10 02:57:06
BNB,BNB,669.24,1.31089,1.0511337169416348,97575907951,642184002,2025-07-10 02:57:06
Solana,SOL,157.23,3.56401,2.338603744081671,84264481217,5345130739,2025-07-10 02:57:06
USDC,USDC,0.999901,-0.00013,0.0051129995953009,62375182384,5984140956,2025-07-10 02:57:06
TRON,TRX,0.289914,0.84794,1.997036857642739,27476960143,464778942,2025-07-10 02:57:06
Dogecoin,DOGE,0.180827,5.77233,5.8057413287514095,27152485204,1840753291,2025-07-10 02:57:06
Lido Staked Ether,STETH,2767.96,5.91826,6.663747658524722,25302382839,42014600,2025-07-10 02:57:06
Bitcoin,BTC,111333.0,2.1913,1.97884667605796,2215210888568,37024924888,2025-07-10 02:58:07
Ethereum,ETH,2772.45,5.99983,6.784294608695614,335050165488,26617106194,2025-07-10 02:58:07
Tether,USDT,1.0,0.0128,-0.0092408519047844,158706387151,68380883821,2025-07-10 02:58:07
XRP,XRP,2.41,4.10722,6.957228218234822,142094073895,4434106886,2025-07-10 02:58:07
BNB,BNB,669.24,1.31089,1.0511337169416348,97575907951,642184002,2025-07-10 02:58:07
Solana,SOL,157.23,3.56401,2.338603744081671,84264481217,5345130739,2025-07-10 02:58:07
USDC,USDC,0.999901,-0.00013,0.0051129995953009,62375182384,5984140956,2025-07-10 02:58:07
TRON,TRX,0.289914,0.84794,1.997036857642739,27476960143,464778942,2025-07-10 02:58:07
Dogecoin,DOGE,0.180827,5.77233,5.8057413287514095,27152485204,1840753291,2025-07-10 02:58:07
Lido Staked Ether,STETH,2767.96,5.91826,6.663747658524722,25302382839,42014600,2025-07-10 02:58:07
Bitcoin,BTC,111323.0,2.18251,1.9700747319295029,2214242585465,36991220868,2025-07-10 02:59:08
Ethereum,ETH,2771.98,5.98179,6.766118209104934,334630175646,26574931573,2025-07-10 02:59:08
Tether,USDT,1.0,0.01266,-0.0093719401203503,158706980292,68413461698,2025-07-10 02:59:08
XRP,XRP,2.4,4.07173,6.9207661693738345,142098425951,4584646700,2025-07-10 02:59:08
BNB,BNB,669.16,1.29858,1.038853557900703,97575907951,640253224,2025-07-10 02:59:08
Solana,SOL,157.23,3.56641,2.3409752668482864,84235280470,5339997962,2025-07-10 02:59:08
USDC,USDC,0.999902,-6e-05,0.0051768753837565,62372513265,6212740869,2025-07-10 02:59:08
TRON,TRX,0.289907,0.84543,1.994493180881532,27476960143,463628843,2025-07-10 02:59:08
Dogecoin,DOGE,0.180808,5.76123,5.794644217588987,27111000635,1838163710,2025-07-10 02:59:08
Lido Staked Ether,STETH,2768.13,5.92488,6.670419670394045,25265518660,40892159,2025-07-10 02:59:08
Bitcoin,BTC,111310.0,2.16996,1.9575497507741817,2214242585465,36994455243,2025-07-10 03:00:08
Ethereum,ETH,2770.88,5.94001,6.724027938592216,334630175646,24181651752,2025-07-10 03:00:08
Tether,USDT,1.0,0.01247,-0.0095693713391065,158706980292,68428440521,2025-07-10 03:00:08
XRP,XRP,2.41,4.10601,6.955982476258006,142098425951,4449074887,2025-07-10 03:00:08
BNB,BNB,669.14,1.29515,1.0354339394849803,97575907951,640207811,2025-07-10 03:00:08
Solana,SOL,157.22,3.55995,2.3345862050958046,84235280470,5339971373,2025-07-10 03:00:08
USDC,USDC,0.999902,-8e-05,0.0051635856011787,62372513265,6153737110,2025-07-10 03:00:08
TRON,TRX,0.289895,0.84131,1.990325728888117,27476960143,462954026,2025-07-10 03:00:08
Dogecoin,DOGE,0.180793,5.7525,5.785908917866981,27111000635,1842561430,2025-07-10 03:00:08
